#1ST #JOB #PLACEMENT #CAMPUS #YOLO #SWAG #ACCENTURE #PROUD @ Home	 Santacruz (West) http://t.co/CSUOBbg3Ms
512976396528783360	RT @venussucks: @xuan_cheryl YESH!! I bet they're gonna be so pissed! But #YOLO 😋😂
512976479844843520	I fucked up 3 times trying to tweet so I deleted the tweets #yolo
512976500505968640	lol I don't even have a team for tonight #yolo
512976528322617344	RT @jatuggle: @rjmatthews10 ur the best #yolo
512976556550266881	Blessed by God. #happy #yolo #me @ Ganes http://t.co/XjcCYD3x8L
512976766722670592	Made up for somehow acing my biomechanics exam by getting a 60% on today's lab quiz. #yolo
512976878958051328	@TripAdvisor I travel because I LIVE :) #WhyWeTravel #Cuba #buddies #YOLO http://t.co/gk5wnvlrgb
512976909974921216	RT @allieTcaro: Friends who poop together stay together #yolo @jessicarubioo http://t.co/gqOxZmBjJ5
512976997430353920	Looking good! RT @Edelman11: Got #squirrely the other day. #ddtyme #YOLO http://t.co/3buJPPckGi
512977040560386048	Download: @RadoMuzik @NgelLow1 Ft. Yama Yoxiam - #YOLO @RMrecords_inc http://t.co/onHecuyblI | #CEL http://t.co/JNTAxDLYWY via @ipautaorg
512977252124880896	Mafcak on top 😎 #yolo #love #youcrazylikeme 😜 #youngwildandfree 👍❤️ http://t.co/AWQSqdBic6
512977384270606336	Mustangs vs Rams tonight at JJ Pearce HS. JV-6pm/Vars-7pm. Join us for Elementary School Night!  Fun &amp; Prizes for sure! #bumpsetspike #YOLO
512977507206066179	Overwhelmed. Overbooked. #Yolo? #IsItOctoberYet? http://t.co/umFJ3haBnK
512977560620523520	Payday means finally time to get my @WeSezu pendant #awyeah #gethip #yolo
512977852091105281	RT @Peythong: Payday means finally time to get my @WeSezu pendant #awyeah #gethip #yolo
512977882147069954	I just ordered it @Lanny_Smith #Yolo 😂😩😩😂
512977948211961856	workin on about 2 hours of sleep today bc I decided to drink a whole bottle of wine instead of go home on time #yolo? #nobro
512977984064851968	RT @Peythong: Payday means finally time to get my @WeSezu pendant #awyeah #gethip #yolo
512978063723069440	RT @allieTcaro: Friends who poop together stay together #yolo @jessicarubioo http://t.co/gqOxZmBjJ5
512978085889597440	Not having a sweater that matches your outfit... Therefore not bringing one 😂👍 #me #ofcourseitsraining #yolo
512978267196772352	@royalsexiness_ #yolo go naked!
512978304652279808	RT @sapientnitro: Looking good! RT @Edelman11: Got #squirrely the other day. #ddtyme #YOLO http://t.co/3buJPPckGi
512978441973796865	Cheeseburger and wine for breakfast because why the fuck not! #yolo
512978509673660418	So glad I came in early to get my iPhone. #tmobile #wtf #yolo #kony #toms #2012 @ T-Mobile Grand &amp;… http://t.co/eSWYwhu6s7
512978560194052096	Literally hopped a train to get to class on time #Yolo
512978651294728192	@MrDaddyT is the king of arts #yolo #swag #theatre
512978737470918656	Working on French homework in stats!!!! haha I'm such a #rebel!!!!!!!1!! #getonmylevel #toocoolforschool #yolo
512979004857790464	@ASOS_Megan Oh gaaaawsh no. I'm exhausted and dyyyyyyying for my bed. #granny #yolo
512979075703390208	#yolo I have a sword http://t.co/8QpJkGLgk2
512979233342509056	@ChantelleLight What happened in the hall? Asphyxiwank gone wrong? #WorthTheRisk #YOLO
512979268721446912	RT @JJPearceVB: Mustangs vs Rams tonight at JJ Pearce HS. JV-6pm/Vars-7pm. Join us for Elementary School Night!  Fun &amp; Prizes for sure! #bu…
512979311238709248	lemme touch your buccellaties #yolo
512979467036147713	The fact that @KSteps_ is sitting in class drunk right now is great! #yolo 💁
512979528659238912	Whenever I do bad in school I just say #YOLO and I feel better
512979569587273728	RT @NevesTheTypeOf: BRUH I'M TOO TURNT #2TURNT #YOLO http://t.co/smCVIBPunP
512979604265783297	RT @Hookupfessional: Told my boyfriend I've only had sex with 20 people... I cheated on him with 15 to make it 35. #yolo -YPSI/ECA
512979620371509248	Ok I'm not caring about things today. #yolo #420blazeit
512979644409446401	RT @NevesTheTypeOf: BRUH I'M TOO TURNT #2TURNT #YOLO http://t.co/smCVIBPunP
512979788790001664	RT @trolling_stone_: Loggin in twitter from an internet cafe. #yolo #zero_fucks_given
512979959833698304	Female: Wake Up!!!! S/O to goodlifebullys #fire #follow #abkc #americanbully #exotic #exclusive #yolo… http://t.co/c4pR9bFNMW
512980230286237698	🙌😘😜 #best#friend #boy#czech#girl #fun #crazy #besties #Jenda #yolo #goodtime #muj #tanecnik #like… http://t.co/jZSxgeH0yq
512980351313276928	Going tomorrow but I still haven't actually started packing properly yet #yolo
512980407118471168	#YOLO Literally #BallOut
512980671686393857	I have an EU law lecture in 11 hours and I'm still at the track. #wildchild #yolo #singaporegp
512980712002441216	Skipped class today #yolo
512980713214607360	Jk I feel gross and I'm not proud but the only other option was fruit loops and we're out of milk so #YOLO.
512981041754439681	RT @TheDopest600: #YOLO Literally #BallOut
512981042048040960	Yelling FOR NARNIA! every time I do something...#YOLO
512981360202760192	@shirleey__n I don't have any chill #yolo
512981566558330880	Mindfulness-Based Stress reduction Workshop #yolo #mindfulness #practicewhatyoupreach #meditation #raisinstastedelicious #yum
512981626603970561	Form today I'm going to live my dreams #YOLO #Dreamswillcometrue 😊
512981719754887168	@Adriannaa_Marie Omg! Last time I had him I didnt know I was going to have him again so I wrote him a note saying how much I love him😂 #Yolo
512982031853441024	I can't remember if I wore this shirt yesterday so I'm just gonna go ahead and wear it today. #yolo #judgeme
512982040463958016	I never learn my lesson. 💀😷 #yolo
512982040569217027	After the last couple of weeks I think I'm gonna treat myself to a mcdonalds #yolo things can only get better? Lol no
512982066288680960	Friday! #Swag #Like #YOYO #Taptap #Photooftheday #Thinkingabouthim #Instaphotos #YOLO #Thebestoftheday… http://t.co/LLOpa0W2Yr
512982135595360257	@GognaAnilgogna @D14M0ND55 just got signals back. #YOLO some big investors wants all of free float for RTO. 5p on card now.
512982151651147776	@1_martinmiller just hit the ground and got signals back. #YOLO spring very well. Not much shares in market. And o know who is Hovering all.
512982165681090560	#YOLO Not one for the impatient but any happy to commit for a few weeks could do very well catching the rise.
512982166498582528	Singapore in a bird eye view #flyer #flyaway #singapore #sg #formula1 #f1 #holidays #yolo #awesome http://t.co/4PGBKogerc
512982169950912512	From one extreme to another #yolo
512982298929954816	RT @GLN3PC: We are on our way to Scotland!!! Follow our adventure over the next 3 days! #YOLO #Scotland #iScout http://t.co/QB9X3X6J1g
512982651053957120	WOOO! going to an amsument park today!! #yolo!
512982815148089344	Going to McDonald's and asking for fries without potatoes...#YOLO
512982854566150144	That time that i went to the doctor looking hot #makeup #neck #smile #beingsassy #yolo #hot #cute… http://t.co/Xc6xtEgOzZ
512982914670526464	Face mask with my homie haha!lol #selfiefacemask #twin #homie #yolo #swag #boompanessss http://t.co/UV8GrfjVf5
512983258527977472	Who's trying to yolo tonight? Im trying to yolo real hard! #yolo #yoloing
512983356007800832	Chipper in Belfast #YOLO http://t.co/jLJ8H5XzQ9
512983437330767872	wearing black pants to work #yolo
512983515085172736	RT @JJPearceVB: Mustangs vs Rams tonight at JJ Pearce HS. JV-6pm/Vars-7pm. Join us for Elementary School Night!  Fun &amp; Prizes for sure! #bu…
512983872397533184	Just fucked the dog on my first test of the year👌 #yolo
512983967939579906	Nothing happened today. #yolo
512983999195910145	@wilkygilinsky see i would be but i skipped my last two classes #yolo
512984146013335553	Nothing quite as motivating as my new @pebble watch face. #yolo #MementoMori http://t.co/vXY1pvVOHd
512984201210392576	At my first high school party #yolo #actuallyjustspanishclassparty
512984210378735616	unlimited happiness :)) #yolo
512984318273404931	@Nemesis305 &amp; @therealyd at @clublexx this Sunday September 21!! #YOLO http://t.co/rnnvkhG7bo
512984318910926849	@Nemesis305 &amp; @therealyd at @clublexx this Sunday September 21!! #YOLO http://t.co/nxABf1Htp3
512984319561043968	@Nemesis305 &amp; @therealyd at @clublexx this Sunday September 21!! #YOLO http://t.co/lsdPQFTzzB
512984321041661952	@Nemesis305 &amp; @therealyd at @clublexx this Sunday September 21!! #YOLO http://t.co/NpYUEdVGEa
512984356026339329	My mama's happy breezy piggies 💅🐷🐽#pedicure #pinktoes #breezy #thisischina #yolo #thisishowwedo http://t.co/V7mBs1ia5w
512984486464999424	Today will be my first time being late to class #yolo
512984565896728577	#AplicaeComemora deixando a Old is Black no #RitmoNervoso !!! Ow! @nobrublack True School Rap | #yolo… http://t.co/YCu5nIXLvC
512984573375152128	I was gonna start studying today but instead I spent the afternoon at the mall and spent too much money. Oh well. #yolo #priorities
512984650810408960	RT @ubaidshaikh11: @GognaAnilgogna @D14M0ND55 just got signals back. #YOLO some big investors wants all of free float for RTO. 5p on card n…
512984822856155136	Le girls 👯👯 #YOLO #Loves @ Crown Tower University Belt http://t.co/82kduuPlrV
512984892980740096	Custom Rise Up Falcons clay chain. by @younghaitti  #instabling #instastyle #instaswag #yolo… http://t.co/9UVYqmUat6
512984967421624320	Time for a nap. #YOLO
lol jk	 don't do that Aianna.
